id,sentence,e1_pos,e2_pos,relation,label
4892,Scarcely had we reached the edge the wood when Turk darted past us barking furiously at troop monkeys who were gambolling on the turf,16,17,"Member-Collection(e2,e1)",16
4893,Their omelette was put inside the bread was served on their plates,1,6,"Entity-Destination(e1,e2)",7
4894,My cousin was arriving at the train station in Boston I went for pickup,1,6,"Entity-Destination(e1,e2)",7
4895,This amazing machine contained shift register made out motor rotor as well as keyboard ROM consisting solely levers springs,2,5,"Component-Whole(e2,e1)",12
4896,Your Republican tax cut fetish has drained government surpluses into unprecedented deficits,8,11,Other,0
4897,The ship sailed from the port Site near Marseilles on July with immigrants,1,5,"Entity-Origin(e1,e2)",13
4898,They ordered vaccine made with egg technology rather than experimental methods,2,6,Other,0
4899,Corn whiskey is an American liquor made from mash made at least percent corn,0,1,"Entity-Origin(e2,e1)",14
4900,Police investigating the discovery severed head on British beach have found suitcase full body parts in nearby,11,13,"Content-Container(e2,e1)",18
4901,This volume contains selection Japanese prose literature dating from the classical age,1,3,"Component-Whole(e2,e1)",12
4902,This was meant represent the resting the maize spirits until the next harvesting period came around,7,8,Other,0
4903,The casket has been moved into the mausoleum,1,7,"Entity-Destination(e1,e2)",7
4904,The index is based on the set the scientist most cited papers the number citations that they have received in other people publications,8,11,"Product-Producer(e2,e1)",4
4905,Though the woods petered out further south the ground became increasingly difficult down towards the coast where it resembled range rocky mountains,19,21,"Member-Collection(e2,e1)",16
4906,Robert Pattinson wears suit for cemetery scene on location,3,6,Other,0
4907,The researchers applied vibration monkeys fingertips for half second using probe,1,10,"Instrument-Agency(e2,e1)",6
4908,White gasoline was put inside metal canister with smooth flat base lit heat up the metal,1,6,"Entity-Destination(e1,e2)",7
4909,Hitler expressed his disappointment over the Munich Agreement in speech on 9 October,3,9,"Message-Topic(e1,e2)",1
4910,For cricket we use ball with pellets inside it which make noise,4,6,"Component-Whole(e2,e1)",12
4911,His works criticize agricultural civilization as inherently oppressive,1,4,"Message-Topic(e1,e2)",1
4912,Using the product around the house killed germs that were causing flu colds or sore throat,7,14,"Cause-Effect(e1,e2)",9
4913,The pain loneliness is another theme the book,1,7,"Message-Topic(e2,e1)",2
4914,His tale subculture poets folk singers eccentrics who smoked marijuana rejected conformist society was written in just three weeks,2,3,"Member-Collection(e2,e1)",16
4915,The items are handed over into our trust,1,7,"Entity-Destination(e1,e2)",7
4916,He also hinted that the team is going away from the running game far too soon,5,12,"Entity-Origin(e1,e2)",13
4917,Two large ash trees dominate the back garden offer shade shelter in all weathers home colony bats building rooks,17,18,"Member-Collection(e2,e1)",16
4918,Police charge Carlisle man with eight in relation the illegal trade endangered tortoises,6,10,Other,0
4919,The seeds have been blown into their fields by wind or deposited by birds,1,7,"Entity-Destination(e1,e2)",7
4920,On National day the government bestowed awards deserving individuals,6,8,"Entity-Destination(e1,e2)",7
4921,The machine was in cabinet very similar the type machines weighed pounds,1,4,"Content-Container(e1,e2)",17
4922,The charger was in suitcase that was still is lost by the airline,1,4,"Content-Container(e1,e2)",17
4923,The electromagnet has coil insulated wire around it which corresponds the life energy currents which magnetise our body,1,3,"Component-Whole(e2,e1)",12
4924,The bicycle was manufactured in building leased from their former employer the Canadian Company,1,5,"Entity-Origin(e1,e2)",13
4925,An Iraqi unit is sent battle the cult,2,7,Other,0
4926,Those people from Mexico have entered into this country illegally,1,8,"Entity-Destination(e1,e2)",7
4927,My remark pertained your earlier comments,1,5,"Message-Topic(e1,e2)",1
4928,The dead body British tourist was found tied in sack with weights stripped thrown into sea,2,9,"Content-Container(e1,e2)",17
4929,Doctors treated the cancer with an experimental transplant procedure at Berlin Charite hospital,0,8,"Instrument-Agency(e2,e1)",6
4930,We filled the second drawer from the bottom in filing cabinet before any the others weight the bottom prevent it from tilting over,4,10,"Component-Whole(e1,e2)",11
4931,Those canvases by Mark Rothko with luminous colors floating in space make me swoon,1,7,"Component-Whole(e2,e1)",12
4932,Here was woman who invented generic plastic pouring insert few years ago making the distance less critical,2,8,"Product-Producer(e2,e1)",4
4933,An album by the same artist has now been put into folder,1,11,"Entity-Destination(e1,e2)",7
4934,A device for controlling the swinging the boom sailboat comprises line fixed at its opposite ends opposite gunwales the boat passing intermediate its ends about sheave carried by the boom,7,8,"Component-Whole(e1,e2)",11
4935,I have put the memory card into the camera,5,8,"Entity-Destination(e1,e2)",7
4936,In Australia fifty cent coins have been put into circulation,4,9,Other,0
4937,A covey partridges nested in my pear grove,1,2,"Member-Collection(e2,e1)",16
4938,This picture frame fits photographs measuring 9 x cm x 5 inches,2,4,"Content-Container(e2,e1)",18
4939,The film details plastic path over the last years provides wealth expert interviews on practical cutting edge solutions recycling,1,4,"Message-Topic(e1,e2)",1
4940,Finally the solute was placed inside beaker 5 mL the solvent was into mL glass flask for each trial,2,6,"Entity-Destination(e1,e2)",7
4941,A sluggish cat named Minnie sleeps in scuttle beside the stove,2,7,"Content-Container(e1,e2)",17
4942,Somali pirates simply shift their area activity avoid international flotilla navy ships in the area,9,11,"Member-Collection(e2,e1)",16
4943,It is reality series documenting the lives teenagers,3,6,"Message-Topic(e1,e2)",1
4944,This consensus paper describes the essential skills that clinicians need help persons who are experiencing grief after the death loved one,15,18,"Cause-Effect(e2,e1)",10
4945,This set principles serves offer baseline for quality vocal leadership,1,2,"Member-Collection(e2,e1)",16
4946,A chicken skin is cooked inside carafe after having been stuffed with its own meat,2,6,"Content-Container(e1,e2)",17
4947,Perhaps even more compelling the design is rooted in an optimistic worldview,5,11,Other,0
4948,Several cats ran into Rob garage,1,5,"Entity-Destination(e1,e2)",7
4949,The trilogy studies in depth the transition from war peace in,1,6,"Message-Topic(e1,e2)",1
4950,After making an impression the crowd with an capella rendition their national anthem the South African were immediately under pressure,3,9,"Cause-Effect(e2,e1)",10
4951,The Halsey Institute has put together symposium with intent discuss the dissemination difficult imagery,6,11,"Message-Topic(e1,e2)",1
4952,Her dad was an umbrella maker spoke loudly about honor,4,5,"Product-Producer(e1,e2)",3
4953,The memory compartment is placed in the handgrip the camera,7,9,"Component-Whole(e1,e2)",11
4954,As delegates gather in Copenhagen for the UN climate summit new poll shows growing concern for climate change,14,16,Other,0
4955,The area lighter shaded is what is shown when your television screen is full,10,11,"Component-Whole(e2,e1)",12
4956,The Washington sniper is put death,2,5,Other,0
4957,A bottle with cereal in it contains more calories than the bottle alone so it can set your baby up for some overeating habits,1,3,"Content-Container(e2,e1)",18
4958,The first tea bags were made from silk muslin bags,2,3,"Content-Container(e1,e2)",17
4959,On Avenue throngs cars crowded the street forming huge traffic jam honking horns with people hanging out windows sunroofs slapping all who passed,10,12,Other,0
4960,After massive companies were bailed out the recession earlier this year an advantage cardholders started be there,2,7,Other,0
4961,Treatment consists antifungal therapy surgery supportive care,0,3,"Component-Whole(e2,e1)",12
4962,Additionally particularly in the case injured or weak knees means must be provided in the hinge the knee brace control the extension the knee joint stop the extension,15,17,"Component-Whole(e1,e2)",11
4963,Stripped even reservation rights the few survivors drifted between the four winds on their final journey into the bitter rain tears,19,20,"Member-Collection(e2,e1)",16
4964,Drug smugglers surgically implanted heroin into puppies,4,6,"Entity-Destination(e1,e2)",7
4965,The series reflected on the changes that had taken place in Ireland since the,1,5,"Message-Topic(e1,e2)",1
4966,Mixing the best spirit punk with rock musician technical ability the minutes blur past in furious menage soloing guitars crunching rhythm fantastic lead vocals,16,18,"Component-Whole(e2,e1)",12
4967,The orchestra was in box above the stage,1,4,Other,0
4968,He put the posts in chronological order,3,5,Other,0
4969,They are the biggest bunch crybabies I have dealt with in my years in Washington,4,5,"Member-Collection(e2,e1)",16
4970,Because we made observations we know the fate the cat in the box,9,12,"Content-Container(e2,e1)",18
4971,I removed reinstalled my door handle just see if it could be all be done external the door,4,5,"Component-Whole(e2,e1)",12
4972,Other companies compete with us by inventing their own technologies,1,9,"Product-Producer(e2,e1)",4
4973,TGMC is public integrated healthcare system consisting licensed bed acute care facility complete with range services such as rehabilitation skilled nursing units an outpatient surgery center emergency care services primary care services community outreach center,5,11,"Component-Whole(e2,e1)",12
