id,sentence,e1_pos,e2_pos,label
3331,These chemical studies were directed toward proof of structure of the indole components of the seeds .,2,6,"Cause-Effect(e1,e2)"
3332,The riot was instigated by the clergy of the Church of England with the active support and collaboration of the magistrates .,1,6,"Cause-Effect(e2,e1)"
3333,The skydiving scene was the best part of the movie .,2,9,"Component-Whole(e1,e2)"
3334,The farm is participant in forestry and there have already been planted around eight thousand plants .,1,5,Other
3335,But the discomfort caused by the ointment and the duration of treatment often result in non-compliance .,2,6,"Cause-Effect(e2,e1)"
3336,Menopause and PMS cause stress and anxiety even without imbalanced hormones .,0,6,"Cause-Effect(e1,e2)"
3337,The arrest completes a dismal past five weeks for the 25-year-old .,1,7,Other
3338,"Along with the terracotta army , comes a shuffle of terracotta bureaucrats : identified by the knives hanging from their belts , which would have been used to correct mistakes written on strips of bamboo .",8,11,"Member-Collection(e2,e1)"
3339,The killings resulted in indiscriminate firing by unknown people in Garden area of the city .,1,5,"Cause-Effect(e1,e2)"
3340,It is an online publication dedicated to informing the world about the numerous state violations of citizens ' rights .,4,14,"Message-Topic(e1,e2)"
3341,"The cow makes a sound called lowing , also known as mooing .",1,4,"Cause-Effect(e2,e1)"
3342,"Finally , they found out that the letter was placed inside a pocket notebook that Donna owned .",7,12,"Content-Container(e1,e2)"
3343,The dissolution plan has been presented by the special study committee that was responsible for producing it .,2,9,"Product-Producer(e1,e2)"
3344,Flashes are caused by the vitreous gel tugging on the retina .,0,7,"Cause-Effect(e2,e1)"
3345,The country has constructed a thermal plant in Takoradi to supplement its power supply needs .,1,6,"Product-Producer(e2,e1)"
3346,"Next , I adjusted the screw of the lifter magnet to be about 20mm above the top surface of the adjustable arm .",5,9,"Component-Whole(e1,e2)"
3347,The Scorpio single was in a bin with around 6 zillion 45s .,2,6,"Content-Container(e1,e2)"
3348,He took his son to the ancient temples in Cambodia .,3,7,"Entity-Destination(e1,e2)"
3349,The first fighter wing of these planes is already in service .,3,6,"Member-Collection(e2,e1)"
3350,"Information about Salmonellosis , an illness caused by a bacteria found in raw food , soil , or water .",5,9,"Cause-Effect(e2,e1)"
3351,"In the book , a distinguished country gentleman becomes a knight after reading too many chivalric novels .",2,7,Other
3352,Natural Liver Cirrhosis Treatment Liver cirrhosis is a degenerative inflammatory disease that results in hardening and scarring of liver cells .,10,14,"Cause-Effect(e1,e2)"
3353,The game designer also uses a very specific tool for his work .,2,8,"Instrument-Agency(e2,e1)"
3354,Many investors ' funds are pooled together and the fund managers invest all the money in a diversified basket of investments .,14,18,"Entity-Destination(e1,e2)"
3355,"The brochure shows , in one embodiment , a vase with flowers inside a `` cut flower '' sleeve with the sleeve tied with a ribbon about the neck of the vase .",9,11,"Content-Container(e2,e1)"
3356,The Sun displayed a design by a macaque monkey .,4,8,"Product-Producer(e1,e2)"
3357,Each person 's name was in a box .,3,7,"Content-Container(e1,e2)"
3358,The day-old baby was taken into intensive care .,2,6,Other
3359,"The trucks are comprised of smaller parts , including axles , bushings and kingpins .",1,6,"Component-Whole(e2,e1)"
3360,An American student fell drunkenly into the city 's Main river .,2,10,"Entity-Destination(e1,e2)"
3361,And these gases cause evaporation of water from sea and soil .,2,4,"Cause-Effect(e1,e2)"
3362,"She put her jewels back in the casket , and dressed herself in the plain black gown .",3,7,"Entity-Destination(e1,e2)"
3363,"The dentate gyrus is a part of the hippocampus , the main memory structure , and has been shown to play a role in the forming of new memories .",2,8,"Component-Whole(e1,e2)"
3364,Bolus was injected into ports above the filter set .,0,4,"Entity-Destination(e1,e2)"
3365,"Concrete is made from cement , aggregates ( gravel and crush- ed stones ) and water .",0,4,"Entity-Origin(e1,e2)"
3366,Congregational clergy of various denominations were surveyed to assess their understanding and experience of trauma .,1,4,Other
3367,"The small spring of the percussion hammer then forces the latter downward into the head of the striker , thus firing the mine .",2,6,"Component-Whole(e1,e2)"
3368,"I am currently taking a medication which causes tingling in my hands and feet , but I also have vitamin d deficiency r/t hyperparathyroidism and my calcium is up and down .",5,8,"Cause-Effect(e1,e2)"
3369,Investment flows into emerging markets .,0,4,"Entity-Destination(e1,e2)"
3370,The mechanism transported dust into shadowed regions .,3,6,"Entity-Destination(e1,e2)"
3371,Both are driven to play a leading role in the five-strong bratpack of teenagers who have the game 's future in their hands .,11,13,"Member-Collection(e2,e1)"
3372,Squeezed growers have put plight to the city dwellers .,4,8,"Entity-Destination(e1,e2)"
3373,But by far the most frequent tsunami-maker is the buckling of the seafloor caused by an undersea earthquake .,9,17,"Cause-Effect(e2,e1)"
3374,"To use it , a person applies the vinegar to a cotton ball and then swabs the vinegar on the affected area .",5,8,"Instrument-Agency(e2,e1)"
3375,A political blog is a common type of blog that comments on politics .,2,12,"Message-Topic(e1,e2)"
3376,"So , it is quite possible for `` nonviolence '' and `` grave violence '' to slip back and forth in the mouth of the same person .",22,26,"Component-Whole(e1,e2)"
3377,A magnetic bracelet helps the pain from stroke in your arm .,5,7,"Cause-Effect(e2,e1)"
3378,Dalindyebo R900-million and the tribe a further R80-billion in compensation for the humiliation caused by the monarch 's criminal trial .,12,19,"Cause-Effect(e2,e1)"
3379,A war of words erupts between Sinn Fein and the DUP over the devolution of policing and justice powers to Northern Ireland .,1,13,"Message-Topic(e1,e2)"
3380,The duration of the visa is estimated from the first exit of the applicant from the country after issuance of the visa .,13,16,"Entity-Origin(e1,e2)"
3381,"A few crappie on Tuesday ( June 24 ) were found among flooded willow trees , presumably feeding on the recent hatch of mayflies ( willow flies ) that occurred on Sunday and Monday .",21,23,"Member-Collection(e2,e1)"
3382,"Her bathing suit was pulled off her shoulders and her back , a ruddy , orange brown , set off by a string of creamy pearls , shone in the sun .",22,25,"Component-Whole(e2,e1)"
3383,"By tacit approval , an order of preaching heretics who deny the infallibility of the Bible , an order of drunken and adulterous clergy , are permitted , and are at this moment holding benefices and preaching in the Church of England .",18,23,"Member-Collection(e2,e1)"
3384,The pig rooted around in the dirt with its snout .,1,9,"Component-Whole(e2,e1)"
3385,The Government spent nearly 10m euro of taxpayers ' money this year to cover the salaries of the ever-increasing coterie of special advisers .,19,22,"Member-Collection(e2,e1)"
3386,"India plans to build a constellation of seven geo-stationary satellites at a cost of Rs 1,600 crore to meet the navigational system requirements in cars , trains and aircraft .",5,9,"Member-Collection(e2,e1)"
3387,The sales cycle has shortened from several months to weeks .,2,7,Other
3388,Alexandros caught blade by the haft as it fell .,2,5,"Component-Whole(e1,e2)"
3389,The study on which this paper is based was prompted by concerns about marking standards .,1,5,Other
3390,"Before heading down the phone operator career path , you need to examine whether you possess the skills for this type of position .",4,5,"Instrument-Agency(e1,e2)"
3391,"Also , every employee who is a participant in the trust automatically has a beneficial interest in the ownership of the agency .",3,10,Other
3392,Ken put a thermometer in a glass filled with hot water .,6,10,"Content-Container(e2,e1)"
3393,The bottles contained a substance authorities believe is human fat .,1,4,"Content-Container(e2,e1)"
3394,The detector module including a preamplifier was inside a laboratory oven .,1,9,"Content-Container(e1,e2)"
3395,The mentor session was the best part of the conference .,2,9,"Component-Whole(e1,e2)"
3396,The concept car Acura TL features a wiperless windscreen using a series of jet nozzles in the cowl to blow pressurized air onto the windscreen .,8,14,"Component-Whole(e2,e1)"
3397,"Stirring the hot popcorn around in a kettle drizzled with sugar , salt and oil evenly coats the popcorn .",3,7,"Content-Container(e1,e2)"
3398,"After arriving on the bottom at the wreck site , the first team of divers must check the anchor of the boat for security .",18,21,"Component-Whole(e1,e2)"
3399,The tiller of the stonebow is curved downward between the latch and the prod .,1,4,"Component-Whole(e1,e2)"
3400,"However , the exact active site configuration of enzymes in vivo is very difficult to address for two reasons .",6,8,"Component-Whole(e2,e1)"
3401,Part of the task which the authors set themselves is the delineation and validation of the idea that a subculture of violence exists .,19,21,Other
3402,"The rootball was in a crate the size of a refrigerator , and some of the arms were over 12 feet tall .",1,5,"Content-Container(e1,e2)"
3403,The author 's name gives her work a brand image that informs consumers ' choices of literary and artistic works .,1,3,Other
3404,The newborn arrived into this world with gifts and talents .,1,5,"Entity-Destination(e1,e2)"
3405,"In the healthy heart , the left ventricle performs a systolic wringing motion , with a counterclockwise rotation at the apex .",7,17,Other
3406,The radiation burst was coming from a supernova remnant known as N49 in the galaxy known as the Large Magellanic Cloud .,1,7,"Entity-Origin(e1,e2)"
3407,"His novels and stories often have to do with black comedy , parody , satire , and Zen Buddhism .",1,9,"Message-Topic(e1,e2)"
3408,Water erosion is the detachment and removal of soil material by water .,0,1,"Cause-Effect(e1,e2)"
3409,"Two days later , the salt water fish was put into a fresh water pound .",7,14,"Entity-Destination(e1,e2)"
3410,"Lesions involving the medial part of the premotor cortex , the supplementary motor area ( SMA ) and the rear portion of the medial part of the precentral gyrus caused a contralateral , severe leg-predominant hemiplegia , distally predominant and a less severe proximal weakness of the arm .",0,35,"Cause-Effect(e1,e2)"
